turtle_num,date,reef_id,Community,Province,species_id, Sps identifed correctly by monitor?,Fishing method,Time,photo_num,CCL (cm),DNA_bottle_num,Use,Turtle products sold locally,Turtle products sold in Honiara,Notes
565,13.09.17,92,Kia,Isabel,Hawksbill,Yes,Not recorded,Night,Kia 232,40,8949,Food for family,,,Shell kept for decoration 
566,19.09.17,118,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 233,50,8950,Food for family,,,
567,20.09.17,141,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 234,52,8951,Food for family,,,
568,20.09.17,141,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 235,40,8952,Food for family,,,Shell kept for decoration 
569,20.09.17,141,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 236,50,8953,Food for family,,,
570,20.09.17,141,Kia,Isabel,Hawksbill,No,Freediving/hook,Night,Kia 237,44,8954,Food for family,,,Shell kept for decoration 
571,20.09.17,156,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 238,61.3,8955,Food for family,,,
572,04.10.17,92,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 239,91,8956,Food for family,,,Shell kept for decoration 
573,04.10.17,92,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 240,52,8957,Food for family,,,
574,05.10.17,85,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 241,48.5,8958,Food for family,,,
575,07.10.17,167,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 242,59.5,8959,Food for family,,,Shell kept for decoration 
576,07.10.17,96,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 243,64,DNA not taken,Food for family,,,Shell kept for decoration 
577,07.10.17,85,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 244,49.5,8960,Food for family,,,Shell kept for decoration 
578,07.10.17,85,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 245,96,DNA not taken,Food for family,,,
579,10.10.17,89,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 246,47,8962,Community Feast/Church ,,,Shell kept for decoration 
580,10.10.17,89,Kia,Isabel,Hawksbill,N/A,Freediving/hook,Night,Kia 247,52.5,8961,Community Feast/Church ,,,Shell kept for decoration 
581,12.10.17,165,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 248,47.5,8963,Community Feast/Church ,,,Shell kept for decoration 
582,12.10.17,165,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 249,50,8964,Community Feast/Church ,,,Shell kept for decoration 
583,12.10.17,165,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 250,46.5,8965,Community Feast/Church ,,,Shell kept for decoration 
584,12.10.17,165,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 251,57,8966,Community Feast/Church ,,,Shell kept for decoration 
585,12.10.17,165,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 252,66,8967,Community Feast/Church ,,,
586,12.10.17,93,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 253,57,8968,Community Feast/Church ,,,
587,12.10.17,93,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 254,52.3,8969,Community Feast/Church ,,,
588,12.10.17,93,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 255,47.5,8970,Community Feast/Church ,,,Shell kept for decoration 
589,12.10.17,92,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Day,Kia 256,54.7,8971,Community Feast/Church ,,,Shell kept for decoration 
590,14.10.17,93,Kia,Isabel,Hawksbill,N/A,Freediving/hold,Night,Kia 257,62.5,8972,Food for family,,,Shell kept for decoration 
591,14.10.17,93,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 258,53.1,8973,Food for family,,,Shell kept for decoration 
592,14.10.17,93,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 259,55,8974 (sample lost),Food for family,,,Shell kept for decoration 
593,17.10.17,105,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 260,76.5,8975,Food for family,,,
594,17.10.17,105,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 261,71.5,8976,Food for family,,,
595,17.10.17,105,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 262,44.5,8977,Food for family,,,
596,17.10.17,105,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 263,50.5,8978,Food for family,,,
597,17.10.17,105,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 264,48.6,8979,Food for family,,,
598,17.10.17,85,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 265,85.5,8980,Food for family,,,
599,23.10.17,75,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 266,55,8981,Food for family,,,
600,02.11.17,92,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 267,49,87487,Food for family,,,
601,02.11.17,92,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 268,50.5,87484,Food for family,,,
602,02.11.17,92,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 269,50,87492,Food for family,,,
603,05.11.17,89,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 270,68,87466,Food for family,,,
604,05.11.17,89,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 271,63,87497,Food for family,,,
605,07.11.17,83,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 272,51.5,87482,Food for family,,,
606,07.11.17,83,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 273,64,87490,Food for family,,,
607,08.11.17,94,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 274,58,87476 (sample lost),Food for family,,,
608,09.11.17,96,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 275,72,87488,Food for family,,,
609,09.11.17,96,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 276,54.5,87477,Food for family,,,
610,09.11.17,96,Kia,Isabel,Hawksbill,N/A,Freediving/hook,Night,Kia 277,50,87471,Food for family,,,
611,09.11.17,96,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 278,52,87459,Food for family,,,
612,10.11.17,85,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 279,91,87022,Food for family,,,
613,10.11.17,85,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 280,51,87016,Food for family,,,
614,10.11.17,96,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 281,64,87259,Food for family,,,
615,10.11.17,89,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 282,71,87272,Food for family,,,
616,10.11.17,88,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 283,56.5,87460,Food for family,,,
617,11.11.17,88,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 284,54,87461,Food for family,,,
618,11.11.17,88,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 285,43.5,87495,Food for family,,,
619,11.11.17,165,Kia,Isabel,Hawksbill,N/A,Freediving/hold,Night,Kia 286,50,87498,Food for family,,,
620,12.11.18,89,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 287,50.5,87480,Food for family,, ,
621,12.11.18,89,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 288,50,87454,Food for family,,,
622,12.11.18,89,Kia,Isabel,Green,N/A,Freediving/hold,Night,Kia 289,52,87486,Food for family,,,
623,13.11.17,89,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 290,43,87470,Food for family,,,
624,13.11.17,89,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 291,46,87493,Food for family,,,
625,13.11.17,89,Kia,Isabel,Hawksbill,N/A,Freediving/hold,Night,Kia 292,46.5,87494,Food for family,,,
626,13.11.17,89,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 293,51.5,87496,Food for family,,,
627,13.11.17,89,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 294,50.5,87457 (sample lost),Food for family,,,
628,13.11.17,92,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 295,62.5,87467,Food for family,,,
629,22.11.17,92,Kia,Isabel,Green,N/A,Freediving/hold,Night,Kia 296,44.5,87025,Food for family,,,
630,22.11.17,92,Kia,Isabel,Hawksbill,N/A,Freediving/hold,Night,Kia 297,52,87295,Food for family,,,
631,22.11.17,92,Kia,Isabel,Hawksbill,N/A,Freediving/hold,Night,Kia 298,60,87260,Food for family,,,
632,02.12.17,83,Kia,Isabel,Hawksbill,N/A,Freediving/hold,Night,Kia 299,48.5,87299,Food for family,,,
633,05.12.17,85,Kia,Isabel,Hawksbill,N/A,Freediving/hold,Night,Kia 300,50.5,87473,Food for family,,,
634,06.12.17,84,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 301,47.5,87260 (sample lost),Food for family,,,
635,07.12.17,83,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 302,53.5,87277,Food for family,,,
636,07.12.17,83,Kia,Isabel,Green,N/A,Freediving/hold,Night,Kia 303,48.7,87018,Food for family,,,
637,07.12.17,83,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 304,48.5,87278,Food for family,,,
638,07.12.17,92,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 305,63,87281,Food for family,,,
639,07.12.17,92,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 306,75,87284,Food for family,,,
640,08.12.17,92,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 307,55.5,87296,Food for family,,,
641,09.12.17,85,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 308,73,87300,Food for family,,,
642,09.12.17,85,Kia,Isabel,Hawksbill,N/A,Freediving/hook,Night,Kia 309,65,87006,Food for family,,,
643,09.12.17,85,Kia,Isabel,Hawksbill,N/A,Freediving/hook,Night,Kia 310,47,87017,Food for family,,,
644,10.12.17,999999,Kia,Isabel,Hawksbill,N/A,Freediving/hook,Night,Kia 311,70.5,87267 (sample lost),Food for family,,,
645,10.12.17,83,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 312,60,87279,Food for family,,,
646,10.12.17,83,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 313,49.5,87280,Food for family,,,
647,15.12.17,83,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 314,49.5,87287,Food for family,,,
648,15.12.17,94,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 315,47.5,87270,Food for family,,,
649,17.12.17,49,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 316,57,87283,Food for family,,,
650,17.12.17,85,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 317,57.6,DNA not taken,Food for family,,,
651,17.12.17,77,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 318,53,DNA not taken,Food for family,,,
652,17.12.17,77,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 319,45.5,DNA not taken,Food for family,,,
653,17.12.17,85,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 320,49.5,DNA not taken,Food for family,,,
654,20.12.17,85,Kia,Isabel,Green,N/A,Freediving/hook,Night,Kia 321,77,DNA not taken,Food for family,,,
655,21.12.17,89,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 322,54.5,DNA not taken,Food for family,,,
656,21.12.17,89,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 323,48.2,DNA not taken,Food for family,,,
657,30.12.17,175,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 324,73.6,DNA not taken,Food for family,,,
658,30.12.17,175,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 325,60.5,DNA not taken,Food for family,,,
659,30.12.17,56,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 326,57.5,DNA not taken,Food for family,,,
660,30.12.17,113,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 327,46.6,DNA not taken,Food for family,,,
661,30.12.17,113,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 328,56,DNA not taken,Food for family,,,
662,30.12.17,113,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 329,58.5,DNA not taken,Food for family,,,
663,30.12.17,113,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 330,84,DNA not taken,Food for family,,,
664,01.01.18,104,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 331,74,DNA not taken,Food for family,,,
665,02.01.18,25,Kia,Isabel,Hawksbill,N/A,Freediving/hook,Night,Kia 332,60,DNA not taken,Food for family,,,
666,02.01.18,25,Kia,Isabel,Green,N/A,Freediving/hook,Night,Kia 333,89,DNA not taken,Food for family,,,
667,02.01.18,25,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 334,56,DNA not taken,Food for family,,,
668,10.01.18,89,Kia,Isabel,Green,Yes,Freediving/hold,Not recorded,Kia 335,44,DNA not taken,Food for family,,,
669,13.01.18,84,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 336,45,DNA not taken,Food for family,,,
670,21.01.18,85,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Night,Kia 337,69.4,DNA not taken,Food for family,,,
671,24.01.18,87,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Not recorded,Kia 338,68,DNA not taken,Food for family,,,Send to relative in Buala
672,24.01.18,87,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Not recorded,Kia 339,48,DNA not taken,Food for family,,,Send to relative in Buala
673,24.01.18,87,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Not recorded,Kia 340,57,DNA not taken,Food for family,,,Send to relative in Buala
674,24.01.18,87,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Not recorded,Kia 341,55,DNA not taken,Food for family,,,Send to relative in Buala
675,24.01.18,87,Kia,Isabel,Hawksbill,Yes,Freediving/hold,Not recorded,Kia 342,49,DNA not taken,Food for family,,,Send to relative in Buala
676,25.01.18,85,Kia,Isabel,Hawksbill,Yes,Freediving/hook,Night,Kia 343,76.4,DNA not taken,Food for family,,,motu for children returning to school
677,25.01.18,85,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 344,68.4,DNA not taken,Food for family,,,motu for children returning to school
678,25.01.18,85,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 345,90.5,DNA not taken,Food for family,,,motu for children returning to school
679,25.01.18,85,Kia,Isabel,Green,Yes,Freediving/hook,NIght,Kia 346,98,DNA not taken,Food for family,,,motu for children returning to school
680,25.01.18,88,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 347,84,DNA not taken,Food for family,,,
681,25.01.18,88,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 348,48,DNA not taken,Food for family,,,
682,25.01.18,97,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 349,77,DNA not taken,Food for family,,,
683,25.01.18,96,Kia,Isabel,Hawksbill,N/A,Freediving/hold,Night,Kia 350,42,DNA not taken,Food for family,,,
684,25.01.18,88,Kia,Isabel,Green,N/A,Freediving/hold,Night,Kia 351,46,DNA not taken,Food for family,,,send to honiara relatives 
685,25.01.18,88,Kia,Isabel,Green,N/A,Freediving/hold,Night,Kia 352,53.5,DNA not taken,Food for family,,,send to honiara relatives 
686,25.01.18,88,Kia,Isabel,Green,N/A,Freediving/hold,Night,Kia 353,54,DNA not taken,Food for family,,,send to honiara relatives 
687,25.01.18,85,Kia,Isabel,Green,N/A,Freediving/hold,Night,Kia 354,46.5,DNA not taken,Food for family,,,
688,25.01.18,88,Kia,Isabel,Green,N/A,Freediving/hold,Night,Kia 355,48.5,DNA not taken,Food for family,,,
689,08.02.18,85,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 356,89,DNA not taken,Food for family,,,
690,09.02.18,60,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 357,88,DNA not taken,Food for family,,,
691,10.02.18,59,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 358,73.5,DNA not taken,Food for family,,,
692,18.02.18,100,Kia,Isabel,Green,Yes,Freediving/hold,Night,Kia 359,51,DNA not taken,Food for family,,,
693,20.02.18,105,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 360,44,DNA not taken,Food for family,,,
694,20.02.18,105,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 361,75,DNA not taken,Food for family,,,
695,20.02.18,56,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 362,103.5,DNA not taken,Food for family,,,
696,24.02.18,56,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 363,48.5,DNA not taken,Food for family,,,
697,24.02.18,56,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 364,70,DNA not taken,Food for family,,,
698,24.02.18,56,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 365,87,DNA not taken,Food for family,,,
699,24.02.18,56,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 366,79,DNA not taken,Food for family,,,
700,26.02.18,59,Kia,Isabel,Green,Yes,Freediving/hook,Night,Kia 367,96,DNA not taken,Food for family,,,
701,19.03.18,13,Kia,Isabel,Green,N/A,Freediving/hook,Night,Not taken,68,DNA not taken,Food for family,,,
702,19.03.18,13,Kia,Isabel,Green,N/A,Freediving/hook,Night,Not taken,47,DNA not taken,Food for family,,,
703,19.03.18,13,Kia,Isabel,Green,N/A,Freediving/hook,Night,Not taken,45,DNA not taken,Food for family,,,
704,24.03.18,68,Kia,Isabel,Green,N/A,Freediving/hold,Night,Not taken,55.5,DNA not taken,Food for family,,,
705,25.03.18,56,Kia,Isabel,Hawksbill,N/A,Freediving/hold,Night,Not taken,44.1,DNA not taken,Food for family,,,
706,28.03.18,42,Kia,Isabel,Green,N/A,Freediving/hold,Night,Not taken,45,DNA not taken,Food for family,,,
707,28.03.18,42,Kia,Isabel,Hawksbill,N/A,Freediving/hold,Night,Not taken,42.5,DNA not taken,Food for family,,,
708,15.05.18,113,Kia,Isabel,Green,N/A,Freediving/hook,Night,Not taken,69.5,DNA not taken,Food for family,,,
709,15.05.18,113,Kia,Isabel,Hawksbill,N/A,Freediving/hook,Night,Not taken,41,DNA not taken,Food for family,,,
710,15.05.18,113,Kia,Isabel,Green,N/A,Freediving/hook,Night,Not taken,49.5,DNA not taken,Food for family,,,
711,15.05.18,113,Kia,Isabel,Green,N/A,Freediving/hook,Night,Not taken,45,DNA not taken,Food for family,,,
712,15.05.18,113,Kia,Isabel,Green,N/A,Freediving/hook,Night,Not taken,59,DNA not taken,Food for family,,,
713,15.05.18,113,Kia,Isabel,Green,N/A,Freediving/hook,Night,Not taken,45.5,DNA not taken,Food for family,,,
714,15.05.18,113,Kia,Isabel,Green,N/A,Freediving/hook,Night,Not taken,44,DNA not taken,Food for family,,,
715,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,99.5,DNA not taken,Community Feast/Church ,,,
716,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,94.6,DNA not taken,Community Feast/Church ,,,
717,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,90.2,DNA not taken,Community Feast/Church ,,,
718,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,89.4,DNA not taken,Community Feast/Church ,,,
719,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,73.6,DNA not taken,Community Feast/Church ,,,
720,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,70,DNA not taken,Community Feast/Church ,,,
721,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,69.5,DNA not taken,Community Feast/Church ,,,
722,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,60.9,DNA not taken,Community Feast/Church ,,,
723,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,76.5,DNA not taken,Community Feast/Church ,,,
724,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,70.1,DNA not taken,Community Feast/Church ,,,
725,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,70.2,DNA not taken,Community Feast/Church ,,,
726,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,75.1,DNA not taken,Community Feast/Church ,,,
727,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,88,DNA not taken,Community Feast/Church ,,,
728,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,90.5,DNA not taken,Community Feast/Church ,,,
729,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,80,DNA not taken,Community Feast/Church ,,,
730,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,106.5,DNA not taken,Community Feast/Church ,,,
731,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,98.1,DNA not taken,Community Feast/Church ,,,
732,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,61,DNA not taken,Food for family,,,
733,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,70,DNA not taken,Food for family,,,
734,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,63.1,DNA not taken,Food for family,,,
735,09.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,82,DNA not taken,Food for family,,,
736,17.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,92,DNA not taken,Sale/Fundraising,,,
737,17.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,58,DNA not taken,Sale/Fundraising,,,
738,17.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,70,DNA not taken,Sale/Fundraising,,,
739,17.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,88,DNA not taken,Sale/Fundraising,,,
740,17.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,72,DNA not taken,Sale/Fundraising,,,
741,17.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,79,DNA not taken,Sale/Fundraising,,,
742,17.11.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Not taken,62.8,DNA not taken,Sale/Fundraising,,,
743,18.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 029,95,DNA not taken,Food for family,,,
744,18.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 030,77,DNA not taken,Food for family,,,
745,18.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 031,79,DNA not taken,Food for family,,,
746,18.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 032,102,DNA not taken,Food for family,,,
747,18.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 033,93.5,DNA not taken,Food for family,,,
748,19.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 034,60,DNA not taken,Food for family,,,
749,19.12.16,532,Buala,Isabel,Hawksbill,Yes,Freediving/hook,Day,Buala 035,66,DNA not taken,Food for family,,,
750,19.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 036,95,DNA not taken,Food for family,,,
751,19.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 037,83,DNA not taken,Food for family,,,
752,19.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 038,57,DNA not taken,Food for family,,,
753,23.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 039,50,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
754,23.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 040,70,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
755,23.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 041,49,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
756,23.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 042,53,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
757,23.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 043,74,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
758,23.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 044,70,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
759,23.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 045,96,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
760,23.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 046,72,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
761,23.12.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Buala 047,87,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
762,23.12.16,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Buala 048,69,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
763,23.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 049,50,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
764,23.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 050,55,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
765,23.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 051,60,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
766,25.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 052,76,DNA not taken,Family Feast/Christmas,,,
767,25.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 053,85,DNA not taken,Family Feast/Christmas,,,
768,25.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 054,86,DNA not taken,Family Feast/Christmas,,,
769,25.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 055,80,DNA not taken,Family Feast/Christmas,,,
770,25.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 056,65,DNA not taken,Family Feast/Christmas,,,
771,25.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 057,96,DNA not taken,Family Feast/Christmas,,,
772,25.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 058,79,DNA not taken,Family Feast/Christmas,,,
773,25.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 059,90,DNA not taken,Family Feast/Christmas,,,
774,25.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 060,53,DNA not taken,Family Feast/Christmas,,,
775,25.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 061,46,DNA not taken,Family Feast/Christmas,,,
776,25.12.16,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 062,95,DNA not taken,Family Feast/Christmas,,,
777,09.02.17,542,Buala,Isabel,Green,Yes,Freediving/hook,Night,Buala 063,42,DNA not taken,Food for family ,,,
778,24.04.17,520,Buala,Isabel,Green,Yes,Freediving/hook,Night,Buala 064,69,9428,Community Feast/Church ,,,
779,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 065,62.4,9325,Family Feast/wedding,,,
780,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 066,58,9088,Family Feast/wedding,,,
781,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 067,49.5,9313,Family Feast/wedding,,,
782,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 068,50,9610,Family Feast/wedding,,,
