turtle_num,date,reef_id,Community,Province,species_id, Sps identifed correctly by monitor?,Fishing method,Time,photo_num,CCL (cm),DNA_bottle_num,Use,Turtle products sold locally,Turtle products sold in Honiara,Notes
783,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 069,93.5,9520,Family Feast/wedding,,,
784,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 070,78,9074,Family Feast/wedding,,,
785,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 071,62.5,9215,Family Feast/wedding,,,
786,24.04.17,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Buala 072,84,9217,Family Feast/wedding,,,
787,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 073,63,9187,Family Feast/wedding,,,
788,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 074,64,9534,Family Feast/wedding,,,
789,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 075,48,9374,Family Feast/wedding,,,
790,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 076,90,9101 (sample lost),Family Feast/wedding,,,
791,24.04.17,532,Buala,Isabel,Green,N/A,Freediving/hook,Day,Buala 077,106.5,9391,Family Feast/wedding,,,
792,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 078,87,9099,Family Feast/wedding,,,
793,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 079,69.5,9446,Family Feast/wedding,,,
794,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 080,82,9402,Family Feast/wedding,,,
795,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 081,45,9403,Food for family,,,
796,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 082,58.5,9222,Food for family,,,
797,24.04.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 083,60,9404,Food for family ,,,
798,23.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 084,59,9397,Family Feast/Funeral/Cement Blessing,,,
799,23.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 085,64,9376,Family Feast/Funeral/Cement Blessing,,,
800,23.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 086,79,9377,Family Feast/Funeral/Cement Blessing,,,
801,23.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 087,75,9189,Family Feast/Funeral/Cement Blessing,,,
802,23.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 088,76,9240,Family Feast/Funeral/Cement Blessing,,,
803,23.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 089,69,9104,Family Feast/Funeral/Cement Blessing,,,
804,23.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 090,89,9144,Family Feast/Funeral/Cement Blessing,,,
805,23.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 091,76,9268,Family Feast/Funeral/Cement Blessing,,,
806,23.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 092,59.5,9449,Family Feast/Funeral/Cement Blessing,,,
807,23.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 093,75.5,9451,Family Feast/Funeral/Cement Blessing,,,
808,23.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 094,67,9272,Family Feast/Funeral/Cement Blessing,,,
809,23.06.17,532,Buala,Isabel,Green,No,Freediving/hook,Day,Buala 095,93.5,9185,Family Feast/Funeral/Cement Blessing,,,
810,23.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 096,77,9473,Family Feast/Funeral/Cement Blessing,,,
811,23.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 097,84,9244,Family Feast/Funeral/Cement Blessing,,,
812,28.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 098,82,9345,Family Feast/Funeral/Cement Blessing,,,
813,28.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 099,83.5,9450,Family Feast/Funeral/Cement Blessing,,,
814,28.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 100,61.5,9533,Family Feast/Funeral/Cement Blessing,,,
815,28.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 101,78,9134,Family Feast/Funeral/Cement Blessing,,,
816,28.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 102,91.5,9324,Family Feast/Funeral/Cement Blessing,,,
817,28.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 103,92.5,9276,Family Feast/Funeral/Cement Blessing,,,
818,28.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 104,101,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
819,28.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 105,75,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
820,28.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 106,100,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
821,28.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 107,102.5,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
822,28.06.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 108,86.5,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
823,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 109,60.5,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
824,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 110,95.5,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
825,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 111,78,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
826,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 112,60,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
827,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 113,69.5,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
828,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 114,85.5,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
829,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 115,77.5,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
830,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 116,81,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
831,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 117,93.5,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
832,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 118,66,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
833,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 119,95,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
834,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 120,92.5,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
835,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 121,99,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
836,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 122,87.5,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
837,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 123,79,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
838,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 124,87,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
839,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 125,62,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
840,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 126,71,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
841,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 127,67,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
842,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 128,90.5,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
843,01.07.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 129,91,DNA not taken,Family Feast/Funeral/Cement Blessing,,,
844,17.08.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 130,94,DNA not taken,Food for family/conference meal,,,
845,17.08.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 131,96,DNA not taken,Food for family/conference meal,,,
846,17.08.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 132,91.5,DNA not taken,Food for family/conference meal,,,
847,17.08.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 133,70,DNA not taken,Food for family/conference meal,,,
848,17.08.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 134,91,DNA not taken,Food for family/conference meal,,,
849,17.08.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 135,95,DNA not taken,Food for family/conference meal,,,
850,17.08.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 136,92,DNA not taken,Food for family/conference meal,,,
851,08.11.17,532,Buala,Isabel,Green,N/A,Not recorded,Not recorded,Not taken,57.5,DNA not taken,Community Feast/Graduation ,,,
852,08.11.17,532,Buala,Isabel,Green,N/A,Not recorded,Not recorded,Not taken,75,DNA not taken,Community Feast/Graduation ,,,
853,08.11.17,532,Buala,Isabel,Green,N/A,Not recorded,Not recorded,Not taken,70.5,DNA not taken,Community Feast/Graduation ,,,
854,08.11.17,532,Buala,Isabel,Green,N/A,Not recorded,Not recorded,Not taken,58.5,DNA not taken,Community Feast/Graduation ,,,
855,08.11.17,532,Buala,Isabel,Green,N/A,Not recorded,Not recorded,Not taken,68,DNA not taken,Community Feast/Graduation ,,,
856,08.11.17,532,Buala,Isabel,Green,N/A,Not recorded,Not recorded,Not taken,95,DNA not taken,Community Feast/Graduation ,,,
857,08.11.17,532,Buala,Isabel,Green,N/A,Not recorded,Not recorded,Not taken,76,DNA not taken,Community Feast/Graduation ,,,
858,08.11.17,532,Buala,Isabel,Green,N/A,Not recorded,Not recorded,Not taken,92,DNA not taken,Community Feast/Graduation ,,,
859,08.11.17,532,Buala,Isabel,Green,N/A,Not recorded,Not recorded,Not taken,85.5,DNA not taken,Community Feast/Graduation ,,,
860,11.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 146,94,DNA not taken,Sale/Fundraising,,,
861,11.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 147,87,DNA not taken,Sale/Fundraising,,,
862,11.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 148,78,DNA not taken,Sale/Fundraising,,,
863,11.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 149,99,DNA not taken,Sale/Fundraising,,,
864,11.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 150,64,DNA not taken,Sale/Fundraising,,,
865,16.11.17,542,Buala,Isabel,Green,Yes,Freediving/spear,Night,Buala 151,55,DNA not taken,Food for family,,,
866,16.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 152,49.5,DNA not taken,Sale/Fundraising,,,
867,16.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 153,95,DNA not taken,Sale/Fundraising,,,
868,16.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 154,97.5,DNA not taken,Sale/Fundraising,,,
869,16.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 155,86.4,DNA not taken,Sale/Fundraising,,,
870,16.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 156,101,DNA not taken,Sale/Fundraising,,,
871,16.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 157,52,DNA not taken,Sale/Fundraising,,,
872,23.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 158,52,DNA not taken,Food for family,,,
873,23.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 159,50,DNA not taken,Food for family,,,
874,23.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 160,49,DNA not taken,Food for family,,,
875,23.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 161,49.5,DNA not taken,Food for family,,,
876,23.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 162,59,DNA not taken,Food for family,,,
877,23.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 163,57.5,DNA not taken,Food for family,,,
878,23.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 164,76,DNA not taken,Food for family,,,
879,23.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 165,71.5,DNA not taken,Food for family,,,
880,24.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 166,59,DNA not taken,Community Feast/Church ,,,
881,24.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 167,49,DNA not taken,Community Feast/Church ,,,
882,24.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 168,53.5,DNA not taken,Community Feast/Church ,,,
883,24.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 169,47.5,DNA not taken,Community Feast/Church ,,,
884,24.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 170,70.5,DNA not taken,Community Feast/Church ,,,
885,24.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 171,107,DNA not taken,Community Feast/Church ,,,
886,24.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 172,96,DNA not taken,Community Feast/Church ,,,
887,24.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 173,78,DNA not taken,Community Feast/Church ,,,
888,24.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 174,55,DNA not taken,Community Feast/Church ,,,
889,29.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 175,92,DNA not taken,Family Feast/wedding,,,
890,29.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 176,92.5,DNA not taken,Family Feast/wedding,,,
891,29.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 177,83,DNA not taken,Family Feast/wedding,,,
892,29.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 178,102,DNA not taken,Family Feast/wedding,,,
893,29.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 179,102.5,DNA not taken,Family Feast/wedding,,,
894,29.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 180,107,DNA not taken,Family Feast/wedding,,,
895,29.11.17,532,Buala,Isabel,Green,Yes,Freediving/hook,Day,Buala 181,102,DNA not taken,Family Feast/wedding,,,
896,30.11.17,521,Buala,Isabel,Green,Yes,Freediving/hook,Night,Buala 182,82.5,DNA not taken,Food for family,,,
897,29.11.16,205,Taro,Choiseul,Hawksbill,N/A,Freediving/hold,Night,Not taken,86.5,DNA not taken,Food for family,,,
898,24.12.16,206,Taro,Choiseul,Green,N/A,Freediving/hook,Night,Not taken,63,DNA not taken,Family Feast/Christmas,,,
899,24.12.16,206,Taro,Choiseul,Green,N/A,Freediving/hook,Night,Not taken,75.5,DNA not taken,Family Feast/Christmas,,,
900,24.12.16,206,Taro,Choiseul,Green,N/A,Freediving/hook,Night,Not taken,86,DNA not taken,Family Feast/Christmas,,,
901,03.02.17,217,Taro,Choiseul,Green,N/A,Freediving/hook,Night,Not taken,71,DNA not taken,Food for family,,,
902,02.04.17,207,Taro,Choiseul,Green,Yes,Freediving,Night,Taro 006,43.3,9298,Sale,Meat (SBD $150),,
903,02.04.17,207,Taro,Choiseul,Green,Yes,Freediving,Night,Taro 007,44.5,9282,Sale,Meat (SBD $150),,
904,06.04.17,204,Taro,Choiseul,Green,Yes,Freediving/spear,Night,Taro 008,45.5,9251,Sale,Meat (SBD $200),,
905,08.04.17,999999,Taro,Choiseul,Green,No,Rodeo (open sea),Day,Taro 009,32.8,9054 (sample lost),Keep as Pet kill later,,,
906,17.04.17,204,Taro,Choiseul,Green,No,Freediving ,Night,Taro 010,25,9193,Keep as Pet kill later,,,
907,17.04.17,204,Taro,Choiseul,Hawksbil,N/A,Freediving,Night,Not taken,24,9258,Keep as Pet kill later,,,
908,21.04.17,205,Taro,Choiseul,Hawksbil,N/A,Freediving,Night,Not taken,70,9043,Sale,Whole turtle (SBD $400),Whlole/Meat,
909,21.04.17,474,Taro,Choiseul,Hawksbil,N/A,Freediving,Night,Not taken,54,9363,Sale,Meat (SBD $250),Meat,
910,06.05.17,204,Taro,Choiseul,Green,N/A,Freediving,Night,Not taken,63.5,9401,Food for family,,,
911,16.05.17,204,Taro,Choiseul,Green,N/A,Freediving,Night,Not taken,47.5,9136,Sale,Meat,Meat,
912,18.05.17,204,Taro,Choiseul,Hawksbil,Yes,Freediving,Night,Taro 016,55.5,9133,Sale,Meat (SBD $20 per plate),Meat,
913,18.05.17,204,Taro,Choiseul,Green,Yes,Freediving,Night,Taro 017,48.5,9174,Sale,Meat,Meat,
914,18.05.17,204,Taro,Choiseul,Hawksbil,Yes,Freediving,NIght,Taro 018,40,9037,Sale,Meat,Meat,
915,19.05.17,204,Taro,Choiseul,Green,N/A,Freediving,Night,Taro 019,86,9148,Sale,Meat (SBD $600),Meat,
916,26.05.17,204,Taro,Choiseul,Green,N/A,Freediving,Night,Not taken,47,9455,Sale,Meat (SBD $200),Meat,
917,24.07.17,204,Taro,Choiseul,Green,N/A,Freediving,Night,Not taken,58,9241,Sale,,-,
918,09.08.17,204,Taro,Choiseul,Green,N/A,Freediving,Night,Not taken,90,9293,Sale,Whole  (SBD $600),Whole/Meat,
919,05.10.17,204,Taro,Choiseul,Hawksbill,N/A,Freediving,Night,Not taken,35,9225,Sale,Whole (SBD $60),Meat,
920,10.10.17,204,Taro,Choiseul,Green,N/A,Freediving,NIght,Not taken,43,9046,Family Feast/birthday party,,,
921,30.10.17,204,Taro,Choiseul,Green,N/A,Freediving,Night,Not taken,62,9273,Family Feast/birthday party,,,
922,25.11.17,204,Taro,Choiseul,Green,N/A,Freediving,Night,Not taken,47,DNA not taken,Food for family,,,
923,09.02.18,204,Taro,Choiseul,Hawksbill,N/A,Freediving,Night,Not taken,34,9157,Sale,,,
,07.03.18,204,Taro,Choiseul,Hawksbill,N/A,Freediving,Night,Not taken,45,9159,Sale,,,
924,19.03.18,999999,Taro,Choiseul,Green,N/A,Freediving,Night,Not taken,45,9175,Food for family,,,
925,19.03.18,999999,Taro,Choiseul,Green,N/A,Freediving,Night,Not taken,46,9294,Food for family,,,
926,08.04.17,274,Kaonasugu,Makira,Olive Redley,N/A,Rodeo,Day,Makira 001,70,9360,Sale,Meat (SBD $50 per piece),,
927,27.04.17,272,Kaonasugu,Makira,Olive Redley,N/A,Captured while nesting,Night,Makira 002,67,9516,Food for family,,,
928,15.05.17,272,Kaonasugu,Makira,Olive Redley,No,Captured while nesting,Night,Makira 003,67.5,9033,Sale,Meat and eggs,,
929,15.05.17,272,Kaonasugu,Makira,Olive Redley,No,Captured while nesting,Night,Makira 004,69.5,9329,Food for family,,,
930,30.05.17,274,Kaonasugu,Makira,Hawksbill,Yes,Not recorded,Night,Makira 005,37.5,9145,Food for family,,,
931,01.06.17,272,Kaonasugu,Makira,Olive Redley,No,Captured while nesting,Night,Makira 006,63.8,9096,Food for family,,,
932,27.06.17,272,Kaonasugu,Makira,Olive Redley,No,Captured while nesting,Night,Makira 007,65,9373,Food for family,,,
933,31.08.17,273,Kaonasugu,Makira,Hawksbill,Yes,Freediving,Day,Makira 008,43,9036,Food for family,,,
934,31.08.17,273,Kaonasugu,Makira,Hawksbill,Yes,Freediving,Day,Makira 009,35,9266,Food for family,,,
935,31.08.17,273,Kaonasugu,Makira,Green,Yes,Freediving,Night,Makira 010,46,9146,Food for family,,,
936,22.11.17,546,Kaonasugu,Makira,Green,N/A,Freediving,Not recorded,Makira 011,56,9392,Sale,Whole turtle (SBD $150),,
937,22.11.17,546,Kaonasugu,Makira,Hawksbill,Yes,Freediving,Not recorded,Makira 012,46,9092,Sale,Whole turtle (SBD $100),,
938,22.11.17,546,Kaonasugu,Makira,Green,Yes,Freediving,Not recorded,Makira 013,47,9183,Sale,Whole turtle (SBD $115),,
939,05.01.18,546,Kaonasugu,Makira,Hawksbill,N/A,Freediving,Night,Not taken,45.4,N87321,Family Feast/party,,,
940,22.02.18,409,Kaonasugu,Makira,Green,N/A,Freediving,Day,Not taken,66.5,87328,Sale,Whole turtle (SBD $400),,
941,27.02.18,273,Kaonasugu,Makira,Green,N/A,Rodeo,Day,Not taken,67.5,87308,Sale,Meat (SBD $50 piece),,
942,16.03.18,272,Kaonasugu,Makira,Olive Redley,N/A,Captured while nesting,Night,Not taken,66,87367,Food for family/sale,,,
943,28.02.18,273,Kaonasugu,Makira,Green,N/A,Not recorded,Not recorded,Not taken,57,87326,Food for family,,,
944,06.04.18,272,Kaonasugu,Makira,Olive Redley,N/A,Rodeo (captured while mating),Day,Not taken,63.5,87338,Food for family,,,
945,06.04.18,272,Kaonasugu,Makira,Olive Redley,N/A,Rodeo (captured while mating),Day,Not taken,70,87322,Food for family,,,
946,29.04.18,275,Kaonasugu,Makira,Green,N/A,Freediving,Night,Not taken,51.5,87372,Food for family,,,
947,07.05.18,275,Kaonasugu,Makira,Hawksbill,N/A,Freediving,Night,Not taken,36,87390,Food for family,,,
948,27.04.17,222,Munda,Western ,Hawksbill,N/A,Freediving,Night,Munda 001,64,9426,Community Feast/Graduation ,,,Shell kept for decoration
949,27.04.17,222,Munda,Western ,Hawksbill,N/A,Freediving,Night,Munda 002,55.5,9431,Community Feast/Graduation ,,,Shell kept for decoration
950,27.04.17,222,Munda,Western ,Green,Yes,Freediving,Night,Munda 003,47,9320,Community Feast/Graduation ,,,
951,20.05.17,221,Munda,Western ,Green,N/A,Freediving,Night,Not taken,73,9607,Sale,,,
952,20.05.17,221,Munda,Western ,Green,N/A,Freediving,Night,Not taken,45,9316,Sale,,,
953,21.05.17,224,Munda,Western ,Green,Yes,Freediving,Night,Munda 006,46.5,9519 (sample lost),Food for family,,,
954,23.05.17,224,Munda,Western ,Hawksbill,N/A,Freediving,Night,Munda 007,38,9368,Food for family ,,,Shell kept for decoration
955,25.05.17,224,Munda,Western ,Green,Yes,Net,Day,Munda 008,53,9076,Sale,,,
956,31.05.17,223,Munda,Western ,Green,Yes,Freediving,Night,Munda 009,53,9175 (sample lost),Sale,,,
957,12.06.17,224,Munda,Western ,Green,N/A,Freediving,Night,Not taken,44.2,9454,Family Feast/birthday party,,,
958,29.09.17,224,Munda,Western ,Green,N/A,Freediving,Night,Munda 011,53,9369,Food for family,,,
959,01.10.17,224,Munda,Western ,Green,Yes,Net,Day,Munda 012,49,9255,Food for family,,,
960,27.10.17,224,Munda,Western ,Green,Yes,Freediving,Night,Munda 013,47,9140,Food for family,,,
961,27.10.17,224,Munda,Western ,Hawksbill,Yes,Freediving,Night,Munda 014,50,9032,Food for family,,,
962,31.10.17,222,Munda,Western ,Green,Yes,Freediving,Night,Munda 015,45,9118,Food for family,,,
963,01.11.17,223,Munda,Western ,Green,Yes,Freediving,Night,Munda 016,43,9609,Family Feast/birthday party,,,
964,01.11.17,224,Munda,Western ,Green,Yes,Freediving,Night,Munda 017,48,9335,Family Feast/birthday party,,,
965,01.11.17,224,Munda,Western ,Green,Yes,Freediving,Night,Munda 018,46,9095,Family Feast/birthday party,,,
966,25.11.17,222,Munda,Western ,Green,Yes,Freediving,Night,Munda 019,45,9172,Food for family,,,
967,25.11.17,224,Munda,Western ,Green,Yes,Freediving,Night,Munda 020,47,9252,Food for family,,,
968,28.11.17,225,Munda,Western ,Green,Yes,Freediving,Night,Munda 021,48,9366,Family Feast/Funeral/Cement Blessing,,,
969,28.11.17,224,Munda,Western ,Hawksbill,Yes,Freediving,Night,Munda 022,43,9239,Family Feast/Funeral/Cement Blessing,,,
970,07.12.17,224,Munda,Western ,Green,Yes,Freediving,Night,Munda 023,45,9515,Food for family,,,
971,12.12.17,445,Munda,Western ,Green,N/A,Freediving/spear,Day,Not taken,88,9296,Family Feast/Wedding,,,
972,18.12.17,454,Munda,Western ,Green,N/A,Freediving,Night,Not taken,47,9514,Family Feast/Christmas,,,
973,18.12.17,454,Munda,Western ,Green,N/A,Freediving,Night,Not taken,65,9271,Family Feast/Christmas,,,
974,22.02.18,455,Munda,Western ,Green,N/A,Net,Day,Not taken,55,9122,Food for family,,,
975,24.02.18,222,Munda,Western ,Green,N/A,Freediving/spear,Night,Not taken,75,9342,Food for family,,,
976,08.03.18,222,Munda,Western ,Hawksbill,N/A,Freediving,Night,Not taken,84,9340,Family Feast/Funeral/Cement Blessing,,,
977,03.04.18,221,Munda,Western ,Green,N/A,Net,Day,Not taken,72,9339,Food for family,,,
978,20.04.18,222,Munda,Western ,Green,N/A,Freediving,Night,Not taken,54,9108,Food for family,,,
979,22.04.18,224,Munda,Western ,Green,N/A,Freediving,Night,Not taken,48,9229,Food for family,,,
980,29.07.17,999999,Auki,Malaita,Hawksbill,N/A,Rodeo (open sea),Day,Auik 001,36,9321,Keep as Pet kill later,,,
981,29.07.17,999999,Auki,Malaita,Hawksbill,N/A,Rodeo (open sea),Day,Auik 002,30.5,9441 (sample lost),Keep as Pet kill later,,,
982,29.07.17,999999,Auki,Malaita,Hawksbill,Yes,Rodeo (open sea),Day,Auik 003,34,9341,Keep as Pet kill later,,,
983,29.07.17,999999,Auki,Malaita,Hawksbill,N/A,Rodeo (open sea),Day,Auik 004,37,9443,Keep as Pet kill later,,,
984,29.07.17,999999,Auki,Malaita,Green,Yes,Rodeo (open sea),Day,Auik 005,43.5,9085 (sample lost),Keep as Pet kill later,,,
985,29.07.17,999999,Auki,Malaita,Hawksbill,Yes,Rodeo (open sea),Day,Auik 006,37,9327,Keep as Pet kill later,,,
986,29.07.17,999999,Auki,Malaita,Hawksbill,N/A,Rodeo (open sea),Day,Auik 007,31.5,9063,Keep as Pet kill later,,,
987,29.07.17,999999,Auki,Malaita,Hawksbill,N/A,Rodeo (open sea),Day,Auik 008,34.5,9097,Keep as Pet kill later,,,
988,29.07.17,999999,Auki,Malaita,Hawksbill,Yes,Rodeo (open sea),Day,Auik 009,19,9139,Keep as Pet kill later,,,
989,16.05.17,999999,Auki,Malaita,Hawksbill,N/A,Rodeo (open sea),Day,Not taken,25,9069,Keep as Pet kill later,,,
990,16.05.17,999999,Auki,Malaita,Hawksbill,N/A,Rodeo (open sea),Day,Not taken,29,9529,Keep as Pet kill later,,,
991,16.05.17,999999,Auki,Malaita,Hawksbill,N/A,Freediving,Night,Auik 012,38,9208,Keep as Pet kill later,,,
992,28.04.17,407,Auki,Malaita,Green,N/A,Freediving,Night,Auik 013,45,9330,Keep as Pet kill later,,,
993,01.02.18,261,Auki,Malaita,Green,N/A,Freediving,Night,Not taken,45,9060,Family Feast/birthday party,,,
994,01.02.18,262,Auki,Malaita,Green,N/A,Freediving,Night,Not taken,43,9441 (sample lost),Family Feast/birthday party,,,
